num,name_pt,name_zh,cas,ec,notes
948,Resíduos (petróleo), leves de vácuo,减压轻油残渣,68512-62-9,270-984-6,
949,Resíduos (petróleo), leves do steam-cracking,蒸汽裂解轻油残渣,68513-69-9,271-013-9,
950,Fueóleo, nº 6,6号燃料油,68553-00-4,271-384-7,
951,Resíduos (petróleo), da unidade de topping, com baixo teor em enxofre,常压蒸馏装置残渣（低硫）,68607-30-7,271-763-7,
952,Gasóleos (petróleo), atmosféricos pesados,常压重柴油,68783-08-4,272-184-2,
953,Resíduos (petróleo), da coluna de remoção de gases do coker, contendo hidrocarbonetos aromáticos polinucleares,焦化脱气塔残渣（含多环芳烃）,68783-13-1,272-187-9,
954,Destilados (petróleo), de vácuo de resíduos do petróleo,石油残渣减压蒸馏馏分,68955-27-1,273-263-4,
955,Resíduos (petróleo), do steam-cracking, resinosos,蒸汽裂解树脂状残渣,68955-36-2,273-272-3,
956,Destilados (petróleo), médios de vácuo,减压中质馏分,70592-76-6,274-683-0,
957,Destilados (petróleo), leves de vácuo,减压轻质馏分,70592-77-7,274-684-6,
958,Destilados (petróleo), de vácuo,减压馏分,70592-78-8,274-685-1,
959,Gasóleo (petróleo), pesados de vácuo do coker hidrogenodessulfurizados,加氢脱硫焦化减压重柴油,85117-03-9,285-555-9,
960,Resíduos (petróleo), do steam-cracking, destilados,蒸汽裂解蒸馏残渣,90669-75-3,292-657-7,
961,Resíduos (petróleo), de vácuo, leves,减压轻油残渣,90669-76-4,292-658-2,
962,Fueóleo, pesado, de alto teor em enxofre,高硫重质燃料油,92045-14-2,295-396-7,
963,Resíduos (petróleo), do cracking catalítico,催化裂化残渣,92061-97-7,295-511-0,
964,Destilados (petróleo), intermédios do cracking catalítico, degradados termicamente,热降解催化裂化中间馏分,92201-59-7,295-990-6,
965,Óleos residuais (petróleo),石油残油,93821-66-0,298-754-0,
966,Resíduos, do steam-cracking, tratados termicamente,热处理后蒸汽裂解残渣,98219-64-8,308-733-0,
967,Destilados (petróleo), médios hidrogenodessulfurizados,加氢脱硫中质石油馏分,101316-57-8,309-863-0,
968,Destilados (petróleo), parafínicos leves,轻质石蜡基石油馏分,64741-50-0,265-051-5,
969,Destilados (petróleo), parafínicos pesados,重质石蜡基石油馏分,64741-51-1,265-052-0,
970,Destilados (petróleo), naftênicos leves,轻质环烷基石油馏分,64741-52-2,265-053-6,
971,Destilados (petróleo), naftênicos pesados,重质环烷基石油馏分,64741-53-3,265-054-1,
972,Destilados (petróleo), naftênicos pesados tratados com ácido,酸处理重质环烷基石油馏分,64742-18-3,265-117-3,
973,Destilados (petróleo), naftênicos leves tratados com ácido,酸处理轻质环烷基石油馏分,64742-19-4,265-118-9,
974,Destilados (petróleo), parafínicos pesados tratados com ácido,酸处理重质石蜡基石油馏分,64742-20-7,265-119-4,
975,Destilados (petróleo), parafínicos leves tratados com ácido,酸处理轻质石蜡基石油馏分,64742-21-8,265-121-5,
976,Destilados (petróleo), parafínicos pesados neutralizados quimicamente,化学中和重质石蜡基石油馏分,64742-27-4,265-127-8,
977,Destilados (petróleo), parafínicos leves neutralizados quimicamente,化学中和轻质石蜡基石油馏分,64742-28-5,265-128-3,
978,Destilados (petróleo), naftênicos pesados neutralizados quimicamente,化学中和重质环烷基石油馏分,64742-34-3,265-135-1,
979,Destilados (petróleo), naftênicos leves neutralizados quimicamente,化学中和轻质环烷基石油馏分,64742-35-4,265-136-7,
980,Extratos (petróleo), de solvente de destilado naftênico leve,轻质环烷基石油馏分溶剂提取物,64742-03-6,265-102-1,
981,Extratos (petróleo), de solvente de destilado parafínico pesado,重质石蜡基石油馏分溶剂提取物,64742-04-7,265-103-7,
982,Extratos (petróleo), de solvente de destilado parafínico leve,轻质石蜡基石油馏分溶剂提取物,64742-05-8,265-104-2,
983,Extratos (petróleo), de solvente de destilado nafténico pesado,重质环烷基石油馏分溶剂提取物,64742-11-6,265-111-0,
984,Extratos (petróleo), de solvente de gasóleo leve de vácuo,减压轻柴油馏分溶剂提取物,91995-78-7,295-341-7,
985,Hidrocarbonetos, C26-55, ricos em aromáticos,C26-55芳烃富集烃类,97722-04-8,307-753-7,
986,3,3'-[[1,1'-bifenil]-4,4'diilbis(azo)]bis(4- aminonaftaleno-1-sulfonato) de dissódio,3,3'-[[1,1'-联苯]-4,4'-二基双(偶氮)]双(4-氨基萘-1-磺酸盐)二钠,573-58-0,209-358-4,
987,4-amino-3-[[4'-[(2,4-diaminofenil)azol][1,1'- bifenil]-4-il]azo]-5-hidroxi-6- -(fenilazo) naftaleno-2,7-dissulfonato de dissódio,4-氨基-3-[[4'-[(2,4-二氨基苯基)偶氮][1,1'-联苯]-4-基]偶氮]-5-羟基-6-(苯基偶氮)萘-2,7-二磺酸盐二钠,1937-37-7,217-710-3,
988,3,3'-[[1,1'-bifenil]-4,4'-diilbis(azo)]bis[5-amino-4- hidroxinaftaleno-2,7-dis-sulfonato] de tetrassódio,3,3'-[[1,1'-联苯]-4,4'-二基双(偶氮)]双[5-氨基-4-羟基萘-2,7-二磺酸盐]四钠,2602-46-2,220-012-1,
989,4-o-tolilazo-o-toluidina,4-邻甲苯基偶氮邻甲苯胺,97-56-3,202-591-2,
990,4-aminoazobenzeno,4-氨基偶氮苯,60-09-3,200-453-6,
991,[5-[[4'-[[2,6-dihidroxi-3-[(2-hidroxi-5- sulfofenil)azo]fenil]azo][1,1'-bifenil]-4- il]azo]salicilato(4-)]cuprato(2-)de dissódio,[5-[[4'-[[2,6-二羟基-3-[(2-羟基-5-磺酸苯基)偶氮]苯基]偶氮][1,1'-联苯]-4-基]偶氮]水杨酸(4-)]铜(2-)二钠,16071-86-6,240-221-1,
992,Éter diglicídico de resorcinol,间苯二酚二缩水甘油醚,101-90-6,202-987-5,
993,1,3-difenilguanidina,1,3-二苯基胍,102-06-7,203-002-1,
994,Epóxido de heptacloro,七氯环氧物,1024-57-3,213-831-0,
995,4-nitrosofenol,4-亚硝基苯酚,104-91-6,203-251-6,
996,Carbendazima,多菌灵,10605-21-7,234-232-0,
997,Éter alilglicidílico,烯丙基缩水甘油醚,106-92-3,203-442-4,
998,Cloroacetaldeído,氯乙醛,107-20-0,203-472-8,
999,Hexano,正己烷,110-54-3,203-777-6,
1000,2-(2-metoxietoxi)etanol,2-(2-甲氧基乙氧基)乙醇,111-77-3,203-906-6,
1001,(+/-)2-(2,4-diclorofenol)-3-(1H-1,2,4-triazol-1- ila)propil-1,1,2,2-tetrafluoroetiléter,(+/-)2-(2,4-二氯苯基)-3-(1H-1,2,4-三唑-1-基)丙基-1,1,2,2-四氟乙基醚,112281-77-3,407-760-6,
1002,4-[4-(1,3-dihidroxiprop-2-il)fenilamino]-1,8- dihidroxi-5-nitroantraquinona,4-[4-(1,3-二羟基丙-2-基)苯氨基]-1,8-二羟基-5-硝基蒽醌,114565-66-1,406-057-1,
1003,5,6,12,13-tetracloroantra(2,1,9-def:6,5,10- d'e'f')diisoquinolina-1,3,8,10 (2H,9H)-tetrona,5,6,12,13-四氯蒽并(2,1,9-def:6,5,10-d'e'f')二异喹啉-1,3,8,10(2H,9H)-四酮,115662-06-1,405-100-1,
1004,Fosfato de tris(2-cloroetila),三(2-氯乙基)磷酸酯,115-96-8,204-118-5,
1005,4'-etoxi-2-benzimidazole-anilida,4'-乙氧基-2-苯并咪唑苯胺,120187-29-3,407-600-5,
1006,Dihidróxido de níquel,氢氧化镍,12054-48-7,235-008-5,
1007,N,N-dimetilanilina,N,N-二甲基苯胺,121-69-7,204-493-5,
1008,Simazina,西玛津,122-34-9,204-535-2,
1009,Bis(ciclopentadienil)-bis(2,6-difluoro-3-[pirrol-1-il]- fenil)titânio,双(环戊二烯基)-双(2,6-二氟-3-[吡咯-1-基]苯基)钛,125051-32-3,412-000-1,
1010,N,N,N',N'-tetraglicidila-4,4'-diamino-3,3'- dietildifenilmetano,N,N,N',N'-四缩水甘油基-4,4'-二氨基-3,3'-二乙基二苯甲烷,130728-76-6,410-060-3,
1011,Pentaóxido de divanádio,五氧化二钒,1314-62-1,215-239-8,
1013,Fosfamidião,乙基谷硫磷,13171-21-6,236-116-5,
1014,N-(triclorometiltio)ftalimida,N-(三氯甲硫基)邻苯二甲酰亚胺,133-07-3,205-088-6,
1015,N-2-naftilanilina,N-2-萘基苯胺,135-88-6,205-223-9,
1016,Zirame,福美锌,137-30-4,205-288-3,
1017,1-bromo-3,4,5-trifluorobenzeno,1-溴-3,4,5-三氟苯,138526-69-9,418-480-9,
1018,Propazina,扑灭津,139-40-2,205-359-9,
1019,Tricloroacetato de 3-(4-clorofenil)-1,1- dimetilurónio,3-(4-氯苯基)-1,1-二甲基脲三氯乙酸盐,140-41-0,006-043-00-1,
1020,Isoxaflutol,异恶唑草酮,141112-29-0,606-054-00-7,
1021,Cresoxime-metila,甲霜灵,143390-89-0,607-310-00-0,
1022,Clordecona,开蓬,143-50-0,205-601-3,
1023,9-vinilcarbazol,9-乙烯基咔唑,1484-13-5,216-055-0,
1024,Ácido 2-etilhexanóico,2-乙基己酸,149-57-5,205-743-6,
1025,Monurão,灭草隆,150-68-5,205-766-1,
1026,Cloreto de morfolina-4-carbonila,吗啉-4-碳酰氯,15159-40-7,239-213-0,
1027,Daminozida,丁酰肼,1596-84-5,216-485-9,
1028,Alacloro,甲草胺,15972-60-8,240-110-8,
1029,Produto da condensação UVCB de: cloreto de tetraquis-hidroximetilfosfónio, uréia e C16-18 sebo-alquilamina hidrogenada destilada,四羟甲基氯化鏻、尿素和C16-18氢化牛脂烷基胺缩合UVCB产物,166242-53-1,422-720-8,
1030,Ioxinil,碘苯腈,1689-83-4,216-881-1,
1031,3,5-dibromo-4-hidroxibenzonitrila,3,5-二溴-4-羟基苯甲腈,1689-84-5,216-882-7,
1032,Octanoato de 2,6-dibromo-4-cianofenila,2,6-二溴-4-氰基苯基辛酸酯,1689-99-2,216-885-3,
1033,[4-[[4-(dimetilamino)fenil][4-[etil(3- sulfonatobenzil)amino]fenil]metileno]ciclohexa- 2,5-dieno-1-ilideno](etil)(3- sulfonatobenzil)amônio, sal de sódio,[4-[[4-(二甲氨基)苯基][4-[乙基(3-磺酸苄基)氨基]苯基]亚甲基]环己-2,5-二烯-1-亚基](乙基)(3-磺酸苄基)铵钠盐,1694-09-3,216-901-9,
1034,5-Cloro-1,3-dihidro-2H-indole-2-ona,5-氯-1,3-二氢-2H-吲哚-2-酮,17630-75-0,412-200-9,
1035,Benomila,苯菌灵,17804-35-2,241-775-7,
1036,Clorotalonila,百菌清,1897-45-6,217-588-1,
1037,Monocloridrato de N'-(4-cloro-o-tolil)-N,N- dimetilformamidina,N'-(4-氯邻甲苯基)-N,N-二甲基甲脒单盐酸盐,19750-95-9,243-269-1,
1038,4,4'-metilenobis(2-etilanilina),4,4'-亚甲基双(2-乙基苯胺),19900-65-3,243-420-1,
1039,Valinamida,缬氨酰胺,20108-78-5,402-840-7,
1040,[(p-toliloxi)metil]oxirano,[(对甲苯氧基)甲基]环氧乙烷,2186-24-5,218-574-8,
1041,[(m-toliloxi)metil]oxirano,[(间甲苯氧基)甲基]环氧乙烷,2186-25-6,218-575-3,
1042,2,3-epoxipropila o-tolílico éter,2,3-环氧丙基邻甲苯基醚,2210-79-9,218-645-3,
1043,Éter cresilglicidílico de [(toliloxi)metil]oxirano,[(甲苯氧基)甲基]环氧乙烷甲酚基缩水甘油醚,26447-14-3,247-711-4,
1044,Dialato,燕麦敌,2303-16-4,218-961-1,
1045,2,4-dibromobutanoato de benzila,苄基2,4-二溴丁酸酯,23085-60-1,420-710-8,
1046,Trifluoroiodometano,三氟碘甲烷,2314-97-8,219-014-5,
1047,Metiltiofanato,甲基托布津,23564-05-8,245-740-7,
1048,Dodecacloropentaciclo[5.2.1.02,6.03,9.05,8]decano,十二氯五环[5.2.1.02,6.03,9.05,8]癸烷,2385-85-5,219-196-6,
1049,Propizamida,炔苯酰草胺,23950-58-5,245-951-4,
1050,Éter butil glicidílico,丁基缩水甘油醚,2426-08-6,219-376-4,
1051,2,3,4-triclorobut-1-eno,2,3,4-三氯丁-1-烯,2431-50-7,219-397-9,
1052,Quinometionato,灭螨猛,2439-01-2,219-455-3,
1053,Monohidrato (-)-(1R,2S)-(1,2-epoxipropil)fosfonato de (R)-α-feniletilamônio,(R)-α-苯乙基铵(-)-(1R,2S)-(1,2-环氧丙基)膦酸单水合物,25383-07-7,418-570-8,
1054,5-etoxi-3-triclorometil-1,2,4-tiadiazol,5-乙氧基-3-三氯甲基-1,2,4-噻二唑,2593-15-9,219-991-8,
1055,Amarelo 3 disperso,分散黄3,2832-40-8,220-600-8,
1056,1,2,4-triazol,1,2,4-三唑,288-88-0,206-022-9,
1057,Aldrina,艾氏剂,309-00-2,206-215-8,
1058,Diurão,敌草隆,330-54-1,206-354-4,
1059,Linurão,利谷隆,330-55-2,206-356-5,
1060,Carbonato de níquel,碳酸镍,3333-67-3,222-068-2,
1061,3-(4-isopropilfenil)-1,1-dimetiluréia,3-(4-异丙基苯基)-1,1-二甲基脲,34123-59-6,251-835-4,
1062,Iprodiona,异菌脲,36734-19-7,253-178-9,
1063,Octanoato de 4-ciano-2,6-diiodofenilo,4-氰基-2,6-二碘苯基辛酸酯,3861-47-0,223-375-4,
1064,5-(2,4-dioxo-1,2,3,4-tetrahidropirimidina)-3-flúor- 2-hidroximetiltetrahidrofurano,5-(2,4-二氧代-1,2,3,4-四氢嘧啶)-3-氟-2-羟甲基四氢呋喃,41107-56-6,415-360-8,
1065,Crotonaldeído,巴豆醛,4170-30-3,224-030-0,
1066,N-etoxicarbonil-N-(p-tolilsulfonil)azanida de hexahidrociclopenta(c)pirrole-1-(1H)-amônio,N-乙氧羰基-N-(对甲苯磺酰基)六氢环戊[c]吡咯-1-(1H)-铵氮化物,418-350-1,
1067,4,4'-carbonimidoilbis[N,N-dimetilanilina],4,4'-碳酰亚胺基双[N,N-二甲基苯胺],492-80-8,207-762-5,
1068,DNOC,二硝甲酚,534-52-1,208-601-1,
1069,Cloreto de toluidina,甲苯胺盐酸盐,540-23-8,208-740-8,
1070,Sulfato de toluidina (1:1),甲苯胺硫酸盐(1:1),540-25-0,208-741-3,
1071,2-(4-terc-butilfenil)etanol,2-(4-叔丁基苯基)乙醇,5406-86-0,410-020-5,
1072,Fentião,倍硫磷,55-38-9,200-231-9,
1073,Clordano, puro,纯氯丹,57-74-9,200-349-0,
1074,Hexano-2-ona,2-己酮,591-78-6,209-731-1,
1075,Fenarimol,氯苯嘧啶醇,60168-88-9,262-095-7,
1076,Acetamida,乙酰胺,60-35-5,200-473-5,
1077,N-ciclohexil- N-metoxi-2,5-dimetil-3-furamida,N-环己基-N-甲氧基-2,5-二甲基-3-呋喃甲酰胺,60568-05-0,262-302-0,
1078,Dieldrina,狄氏剂,60-57-1,200-484-5,
1079,4,4'-isobutiletilidenodifenol,4,4'-异丁基乙叉双酚,6807-17-6,401-720-1,
1080,Clordimeforme,杀虫脒,6164-98-3,228-200-5,
1081,Amitrol,杀草强,61-82-5,200-521-5,
1082,Carbarilo,西维因,63-25-2,200-555-0,
1083,Destilados (petróleo), fração leve hidrocraqueada,加氢裂化轻质石油馏分,64741-77-1,265-078-2,
1084,Brometo de 1-etil-1-metilmorfolínio,1-乙基-1-甲基吗啉鎓溴化物,65756-41-4,612-182-00-4,
1085,(3-clorofenil)-(4-metoxi-3-nitrofenil)metanona,(3-氯苯基)-(4-甲氧基-3-硝基苯基)甲酮,66938-41-8,423-290-4,
1086,Combustíveis, diesel, exceto se se conhecerem todos os antecedentes de refinação e se se puder provar que a substância a partir da qual foi produzida não é cancerígena,柴油（除非已知所有精炼历史且能证明原料无致癌性）,68434-30-5,269-822-7,
1087,Fueóleo, n.º 2,2号燃料油,68476-30-2,270-671-4,
1088,Fueóleo, n.º 4,4号燃料油,68476-31-3,270-673-5,
1089,Combustíveis, diesel, n.º 2,2号柴油,68476-34-6,270-676-1,
1090,2,2-dibromo-2-nitroetanol,2,2-二溴-2-硝基乙醇,69094-18-4,412-380-9,
